time,value
0:00:00,3
0:10:00,3
0:20:00,3
0:30:00,4
0:40:00,3
0:50:00,3
1:00:00,3
1:10:00,4
1:20:00,4
1:30:00,3
1:40:00,3
1:50:00,5
2:00:00,4
2:10:00,3
2:20:00,3
2:30:00,4
2:40:00,3
2:50:00,5
3:00:00,4
3:10:00,3
3:20:00,3
3:30:00,3
3:40:00,4
3:50:00,3
4:00:00,3
4:10:00,3
4:20:00,3
4:30:00,3
4:40:00,4
4:50:00,4
5:00:00,4
5:10:00,3
5:20:00,4
5:30:00,3
5:40:00,4
5:50:00,3
6:00:00,3
6:10:00,4
6:20:00,3
6:30:00,3
6:40:00,3
6:50:00,3
7:00:00,4
7:10:00,4
7:20:00,3
7:30:00,3
7:40:00,3
7:50:00,3
8:00:00,3
8:10:00,4
8:20:00,4
8:30:00,3
8:40:00,3
8:50:00,3
9:00:00,3
9:10:00,4
9:20:00,4
9:30:00,3
9:40:00,4
9:50:00,3
10:00:00,3
10:10:00,3
10:20:00,3
10:30:00,3
10:40:00,3
10:50:00,3
11:00:00,3
11:10:00,4
11:20:00,3
11:30:00,3
11:40:00,3
11:50:00,3
12:00:00,3
12:10:00,3
12:20:00,2
12:30:00,4
12:40:00,4
12:50:00,3
13:00:00,2
13:10:00,3
13:20:00,3
13:30:00,3
13:40:00,3
13:50:00,3
14:00:00,4
14:10:00,3
14:20:00,3
14:30:00,3
14:40:00,3
14:50:00,4
15:00:00,3
15:10:00,3
15:20:00,3
15:30:00,3
15:40:00,3
15:50:00,3
16:00:00,5
16:10:00,3
16:20:00,4
16:30:00,3
16:40:00,4
16:50:00,3
17:00:00,3
17:10:00,2
17:20:00,3
17:30:00,3
17:40:00,3
17:50:00,3
18:00:00,4
18:10:00,4
18:20:00,3
18:30:00,3
18:40:00,3
18:50:00,3
19:00:00,2
19:10:00,3
19:20:00,3
19:30:00,4
19:40:00,4
19:50:00,3
20:00:00,4
20:10:00,4
20:20:00,4
20:30:00,3
20:40:00,3
20:50:00,5
21:00:00,4
21:10:00,2
21:20:00,4
21:30:00,3
21:40:00,3
21:50:00,3
22:00:00,3
22:10:00,3
22:20:00,4
22:30:00,4
22:40:00,4
22:50:00,3
23:00:00,5
23:10:00,3
23:20:00,3
23:30:00,5
23:40:00,4
23:50:00,3
