time,value
0:00:00,592
0:10:00,591
0:20:00,592
0:30:00,592
0:40:00,592
0:50:00,592
1:00:00,591
1:10:00,592
1:20:00,592
1:30:00,592
1:40:00,591
1:50:00,592
2:00:00,592
2:10:00,592
2:20:00,591
2:30:00,592
2:40:00,592
2:50:00,592
3:00:00,592
3:10:00,591
3:20:00,592
3:30:00,592
3:40:00,592
3:50:00,591
4:00:00,592
4:10:00,592
4:20:00,592
4:30:00,591
4:40:00,590
4:50:00,592
5:00:00,592
5:10:00,592
5:20:00,591
5:30:00,589
5:40:00,592
5:50:00,592
6:00:00,591
6:10:00,590
6:20:00,592
6:30:00,592
6:40:00,591
6:50:00,592
7:00:00,592
7:10:00,592
7:20:00,591
7:30:00,592
7:40:00,592
7:50:00,592
8:00:00,591
8:10:00,591
8:20:00,592
8:30:00,592
8:40:00,592
8:50:00,591
9:00:00,592
9:10:00,592
9:20:00,592
9:30:00,591
9:40:00,592
9:50:00,590
10:00:00,582
10:10:00,605
10:20:00,574
10:30:00,590
10:40:00,593
10:50:00,587
11:00:00,590
11:10:00,594
11:20:00,590
11:30:00,579
11:40:00,590
11:50:00,591
12:00:00,594
12:10:00,595
12:20:00,592
12:30:00,594
12:40:00,591
12:50:00,595
13:00:00,595
13:10:00,599
13:20:00,598
13:30:00,582
13:40:00,591
13:50:00,596
14:00:00,592
14:10:00,591
14:20:00,593
14:30:00,591
14:40:00,608
14:50:00,594
15:00:00,595
15:10:00,591
15:20:00,596
15:30:00,607
15:40:00,589
15:50:00,595
16:00:00,598
16:10:00,591
16:20:00,590
16:30:00,596
16:40:00,591
16:50:00,590
17:00:00,590
17:10:00,592
17:20:00,598
17:30:00,594
17:40:00,604
17:50:00,591
18:00:00,592
18:10:00,596
18:20:00,593
18:30:00,595
18:40:00,597
18:50:00,591
19:00:00,592
19:10:00,598
19:20:00,598
19:30:00,591
19:40:00,607
19:50:00,595
20:00:00,592
20:10:00,601
20:20:00,595
20:30:00,604
20:40:00,595
20:50:00,591
21:00:00,592
21:10:00,595
21:20:00,595
21:30:00,592
21:40:00,591
21:50:00,592
22:00:00,604
22:10:00,592
22:20:00,591
22:30:00,592
22:40:00,600
22:50:00,599
23:00:00,592
23:10:00,592
23:20:00,590
23:30:00,592
23:40:00,592
23:50:00,591
